0.00 0.00 0
0.00 0.03 0
0.00 0.05 0
0.00 0.07 0
0.00 0.10 0
0.00 0.12 0
0.00 0.15 0
0.00 0.17 0
0.00 0.20 0
0.00 0.23 0
0.00 0.25 0
0.00 0.28 0
0.00 0.30 0
0.00 0.33 0
0.00 0.35 0
0.00 0.38 0
0.00 0.40 0
0.00 0.42 0
0.00 0.45 0
0.00 0.47 0
0.00 0.50 0
0.00 0.53 0
0.00 0.55 0
0.00 0.57 0
0.00 0.60 0
0.00 0.62 0
0.00 0.65 0
0.00 0.68 0
0.00 0.70 0
0.00 0.72 0
0.00 0.75 0
0.00 0.78 0
0.00 0.80 0
0.00 0.82 0
0.00 0.85 0
0.00 0.88 0
0.00 0.90 0
0.00 0.93 0
0.00 0.95 0
0.00 0.97 0
0.00 1.00 0
0.00 1.02 0
0.00 1.05 0
0.00 1.07 0
0.00 1.10 0
0.00 1.12 0
0.00 1.15 0
0.00 1.18 0
0.00 1.20 0
0.00 1.23 0
0.00 1.25 0
0.00 1.27 0
0.00 1.30 0
0.00 1.32 0
0.00 1.35 0
0.00 1.38 0
0.00 1.40 0
0.00 1.43 0
0.00 1.45 0
0.00 1.48 0
0.00 1.50 0
0.00 1.52 0
0.00 1.55 0
0.00 1.57 0
0.00 1.60 0
0.00 1.62 0
0.00 1.65 0
0.00 1.68 0
0.00 1.70 0
0.00 1.73 0
0.00 1.75 0
0.00 1.77 0
0.00 1.80 0
0.00 1.82 0
0.00 1.85 0
0.00 1.88 0
0.00 1.90 0
0.00 1.93 0
0.00 1.95 0
0.00 1.98 0
0.00 2.00 0
0.00 2.02 0
0.00 2.05 0
0.00 2.08 0
0.00 2.10 0
0.00 2.12 0
0.00 2.15 0
0.00 2.17 0
0.00 2.20 0
0.00 2.23 0
0.00 2.25 0
0.00 2.27 0
0.00 2.30 0
0.00 2.33 0
0.00 2.35 0
0.00 2.38 0
0.00 2.40 0
0.00 2.42 0
0.00 2.45 0
0.00 2.48 0
0.00 2.50 0
0.00 2.52 0
0.00 2.55 0
0.00 2.58 0
0.00 2.60 0
0.00 2.62 0
0.00 2.65 0
0.00 2.67 0
0.00 2.70 0
0.00 2.73 0
0.00 2.75 0
0.00 2.77 0
0.00 2.80 0
0.00 2.83 0
0.00 2.85 0
0.00 2.88 0
0.00 2.90 0
0.00 2.92 0
0.00 2.95 0
0.00 2.98 0
0.00 3.00 0
0.00 3.02 0
0.00 3.05 0
0.00 3.08 0
0.00 3.10 0
0.00 3.12 0
0.00 3.15 0
0.00 3.17 0
0.00 3.20 0
0.00 3.23 0
0.00 3.25 0
0.00 3.27 0
0.00 3.30 0
0.00 3.33 0
0.00 3.35 0
0.00 3.38 0
0.00 3.40 0
0.00 3.42 0
0.00 3.45 0
0.00 3.48 0
0.00 3.50 0
0.00 3.52 0
0.00 3.55 0
0.00 3.58 0
0.00 3.60 0
0.00 3.62 0
0.00 3.65 0
0.00 3.67 0
0.00 3.70 0
0.00 3.73 0
0.00 3.75 0
0.00 3.77 0
0.00 3.80 0
0.00 3.83 0
0.00 3.85 0
0.00 3.88 0
0.00 3.90 0
0.00 3.92 0
0.00 3.95 0
0.00 3.98 0
0.00 4.00 0
0.00 4.03 0
0.00 4.05 0
0.00 4.08 0
0.00 4.10 0
0.00 4.12 0
0.00 4.15 0
0.00 4.17 0
0.00 4.20 0
0.00 4.22 0
0.00 4.25 0
0.00 4.28 0
0.00 4.30 0
0.00 4.33 0
0.00 4.35 0
0.00 4.38 0
0.00 4.40 0
0.00 4.42 0
0.00 4.45 0
0.00 4.47 0
0.00 4.50 0
0.00 4.53 0
0.00 4.55 0
0.00 4.58 0
0.00 4.60 0
0.00 4.62 0
0.00 4.65 0
0.00 4.67 0
0.00 4.70 0
0.00 4.72 0
0.00 4.75 0
0.00 4.78 0
0.00 4.80 0
0.00 4.83 0
0.00 4.85 0
0.00 4.88 0
0.00 4.90 0
0.00 4.92 0
0.00 4.95 0
0.00 4.97 0
0.00 5.00 0
0.00 5.03 0
0.00 5.05 0
0.00 5.08 0
0.00 5.10 0
0.00 5.12 0
0.00 5.15 0
0.00 5.17 0
0.00 5.20 0
0.00 5.22 0
0.00 5.25 0
0.00 5.28 0
0.00 5.30 0
0.00 5.33 0
0.00 5.35 0
0.00 5.38 0
0.00 5.40 0
0.00 5.42 0
0.00 5.45 0
0.00 5.47 0
0.00 5.50 0
0.00 5.53 0
0.00 5.55 0
0.00 5.58 0
0.00 5.60 0
0.00 5.62 0
0.00 5.65 0
0.00 5.67 0
0.00 5.70 0
0.00 5.72 0
0.00 5.75 0
0.00 5.78 0
0.00 5.80 0
0.00 5.83 0
0.00 5.85 0
0.00 5.88 0
0.00 5.90 0
0.00 5.92 0
0.00 5.95 0
0.00 5.97 0
0.00 6.00 0
0.00 6.03 0
0.00 6.05 0
0.00 6.08 0
0.00 6.10 0
0.00 6.12 0
0.00 6.15 0
0.00 6.17 0
0.00 6.20 0
0.00 6.22 0
0.00 6.25 0
0.00 6.28 0
0.00 6.30 0
0.00 6.33 0
0.00 6.35 0
0.00 6.38 0
0.00 6.40 0
0.00 6.42 0
0.00 6.45 0
0.00 6.47 0
0.00 6.50 0
0.00 6.53 0
0.00 6.55 0
0.00 6.58 0
0.00 6.60 0
0.00 6.62 0
0.00 6.65 0
0.00 6.67 0
0.00 6.70 0
0.00 6.72 0
0.00 6.75 0
0.00 6.78 0
0.00 6.80 0
0.00 6.83 0
0.00 6.85 0
0.00 6.88 0
0.00 6.90 0
0.00 6.92 0
0.00 6.95 0
0.00 6.97 0
0.00 7.00 0
0.00 7.03 0
0.00 7.05 0
0.00 7.08 0
0.00 7.10 0
0.00 7.12 0
0.00 7.15 0
0.00 7.17 0
0.00 7.20 0
0.00 7.22 0
0.00 7.25 0
0.00 7.28 0
0.00 7.30 0
0.00 7.33 0
0.00 7.35 0
0.00 7.38 0
0.00 7.40 0
0.00 7.42 0
0.00 7.45 0
0.00 7.47 0
0.00 7.50 0
0.00 7.53 0
0.00 7.55 0
0.00 7.58 0
0.00 7.60 0
0.00 7.62 0
0.00 7.65 0
0.00 7.67 0
0.00 7.70 0
0.00 7.72 0
0.00 7.75 0
0.00 7.78 0
0.00 7.80 0
0.00 7.83 0
0.00 7.85 0
0.00 7.88 0
0.00 7.90 0
0.00 7.92 0
0.00 7.95 0
0.00 7.97 0
0.00 8.00 0
0.00 8.03 0
0.00 8.05 0
0.00 8.07 0
0.00 8.10 0
0.00 8.12 0
0.00 8.15 0
0.00 8.18 0
0.00 8.20 0
0.00 8.22 0
0.00 8.25 0
0.00 8.28 0
0.00 8.30 0
0.00 8.32 0
0.00 8.35 0
0.00 8.38 0
0.00 8.40 0
0.00 8.43 0
0.00 8.45 0
0.00 8.47 0
0.00 8.50 0
0.00 8.53 0
0.00 8.55 0
0.00 8.57 0
0.00 8.60 0
0.00 8.62 0
0.00 8.65 0
0.00 8.68 0
0.00 8.70 0
0.00 8.72 0
0.00 8.75 0
0.00 8.78 0
0.00 8.80 0
0.00 8.82 0
0.00 8.85 0
0.00 8.88 0
0.00 8.90 0
0.00 8.93 0
0.00 8.95 0
0.00 8.97 0
0.00 9.00 0
0.00 9.03 0
0.00 9.05 0
0.00 9.07 0
0.00 9.10 0
0.00 9.12 0
0.00 9.15 0
0.00 9.18 0
0.00 9.20 0
0.00 9.22 0
0.03 0.00 0
0.03 0.03 0
0.03 0.05 0
0.03 0.07 0
0.03 0.10 0
0.03 0.12 0
0.03 0.15 0
0.03 0.17 0
0.03 0.20 0
0.03 0.23 0
0.03 0.25 0
0.03 0.28 0
0.03 0.30 0
0.03 0.33 0
0.03 0.35 0
0.03 0.38 0
0.03 0.40 0
0.03 0.42 0
0.03 0.45 0
0.03 0.47 0
